Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
NIFTY,20-Jun-2017,31-Aug-2017,CE,10300,11.15,12,10.9,11.35,11.2,11.35,214,1655,1.85,15375,14400,9653.5
NIFTY,21-Jun-2017,31-Aug-2017,CE,10300,11.2,13,9.1,10.9,10.9,10.9,20,154.65,0.15,15750,375,9633.6
NIFTY,22-Jun-2017,31-Aug-2017,CE,10300,11.6,12,9,9,9,9,161,1245.01,1.29,16200,450,9630
NIFTY,23-Jun-2017,31-Aug-2017,CE,10300,8,8.2,7.15,7.85,8,7.85,123,950.9,0.72,15525,-675,9574.95
NIFTY,27-Jun-2017,31-Aug-2017,CE,10300,7.3,7.3,4.55,5.8,5.8,5.8,45,347.82,0.2,17400,1875,9511.4
NIFTY,28-Jun-2017,31-Aug-2017,CE,10300,5.7,5.7,3,3,3,3,43,332.3,0.12,17325,-75,9491.25
NIFTY,29-Jun-2017,31-Aug-2017,CE,10300,3.85,5.95,3.35,4,5.95,4,34,262.74,0.09,16950,-375,9504.1
NIFTY,30-Jun-2017,31-Aug-2017,CE,10300,2.15,3.9,2.15,3.8,3.7,3.8,606,4682.63,1.28,24825,7875,9520.9
NIFTY,03-Jul-2017,31-Aug-2017,CE,10300,3.7,4.4,3.55,4.15,4.15,4.15,208,1607.41,0.61,24300,-525,9615
NIFTY,04-Jul-2017,31-Aug-2017,CE,10300,4,4.95,4,4.9,4.8,4.9,155,1197.91,0.54,25125,825,9613.3
NIFTY,05-Jul-2017,31-Aug-2017,CE,10300,3.55,4.85,3.55,4.8,4.85,4.8,147,1136.05,0.48,26625,1500,9637.6
NIFTY,06-Jul-2017,31-Aug-2017,CE,10300,4.85,6.4,4.8,5.35,5.25,5.35,854,6600.8,3.65,61575,34950,9674.55
NIFTY,07-Jul-2017,31-Aug-2017,CE,10300,5.2,5.4,4.8,4.9,4.85,4.9,61,471.46,0.23,61050,-525,9665.8
NIFTY,10-Jul-2017,31-Aug-2017,CE,10300,14.6,14.6,5,8.85,8.95,8.85,476,3679.84,2.74,79200,18150,9771.05
NIFTY,11-Jul-2017,31-Aug-2017,CE,10300,9.8,13.2,9.35,9.95,10.5,9.95,2088,16148.39,18.59,107325,28125,9786.05
NIFTY,12-Jul-2017,31-Aug-2017,CE,10300,13.9,13.9,11,13.05,13.55,13.05,1401,10835.37,12.64,151275,43950,9816.1
NIFTY,13-Jul-2017,31-Aug-2017,CE,10300,16.5,21.25,16.25,20.1,20.65,20.1,5997,46409.2,82.38,236850,85575,9891.7
NIFTY,14-Jul-2017,31-Aug-2017,CE,10300,22.3,39.8,15.05,20.2,20.25,20.2,3229,24990.09,46.06,242475,5625,9886.35
NIFTY,17-Jul-2017,31-Aug-2017,CE,10300,21.1,28.4,19.8,27.2,27,27.2,8255,63923.05,153.17,383175,140700,9915.95
NIFTY,18-Jul-2017,31-Aug-2017,CE,10300,20.9,24.4,15.95,17.7,19.65,17.7,7300,56504.03,111.53,417375,34200,9827.15
NIFTY,19-Jul-2017,31-Aug-2017,CE,10300,19.4,23.85,18,23,23.8,23,5728,44336.46,87.66,497625,80250,9899.6
NIFTY,20-Jul-2017,31-Aug-2017,CE,10300,23.95,24.7,17.65,19.3,19.4,19.3,4521,34994.01,69.29,523575,25950,9873.3
NIFTY,21-Jul-2017,31-Aug-2017,CE,10300,19.95,21.45,13.55,20.05,20.35,20.05,8863,68586.8,120.12,571200,47625,9915.25
NIFTY,24-Jul-2017,31-Aug-2017,CE,10300,25.25,26.75,19.35,24.75,26.1,24.75,12621,97722.18,224.96,734250,163050,9966.4
NIFTY,25-Jul-2017,31-Aug-2017,CE,10300,30.95,30.95,23.35,26.8,26.75,26.8,17259,133664.65,338.88,861750,127500,9964.55
NIFTY,26-Jul-2017,31-Aug-2017,CE,10300,27,38.6,25.5,36.85,36.65,36.85,20359,157762.56,489.29,1072275,210525,10020.65
NIFTY,27-Jul-2017,31-Aug-2017,CE,10300,37.75,56.85,31.5,34.55,35.75,34.55,82420,639565.3,2870.8,2306550,1234275,10020.55
NIFTY,28-Jul-2017,31-Aug-2017,CE,10300,28.55,31,21.75,29.45,30.3,29.45,104567,809848.33,2068.26,2673375,366825,10014.5
NIFTY,31-Jul-2017,31-Aug-2017,CE,10300,35.4,43.65,28,41.7,41.95,41.7,67161,520630.5,1811.78,2685975,12600,10077.1
NIFTY,01-Aug-2017,31-Aug-2017,CE,10300,41.65,52.5,41.65,49.65,51.85,49.65,89341,693358.27,3199.04,2302800,-383175,10114.65
NIFTY,02-Aug-2017,31-Aug-2017,CE,10300,54.65,54.65,35.45,39.75,35.65,39.75,96625,749509.21,3081.08,2770350,467550,10081.5
NIFTY,03-Aug-2017,31-Aug-2017,CE,10300,35.7,35.7,20.1,23.75,24.5,23.75,96510,747492.07,1952.32,3395400,625050,10013.65
NIFTY,04-Aug-2017,31-Aug-2017,CE,10300,22.55,34.95,19.05,32.65,33,32.65,111690,865020.01,2214.76,3529800,134400,10066.4
NIFTY,07-Aug-2017,31-Aug-2017,CE,10300,29.15,34.9,25.45,28.55,27.5,28.55,69632,539490.32,1583.12,3565200,35400,10057.4
NIFTY,08-Aug-2017,31-Aug-2017,CE,10300,27.55,29.85,12.5,16.35,16.4,16.35,160045,1238518.98,2171.36,3830550,265350,9978.55
NIFTY,09-Aug-2017,31-Aug-2017,CE,10300,13.4,14.65,9.75,10.65,10,10.65,98753,763776.09,909.17,3567750,-262800,9908.05
NIFTY,10-Aug-2017,31-Aug-2017,CE,10300,8.2,9.75,4.4,6.2,7.5,6.2,96524,746141.61,493.71,3618750,51000,9820.25
NIFTY,11-Aug-2017,31-Aug-2017,CE,10300,4.15,5.8,3.6,4.6,4.7,4.6,55731,430722.85,200.88,3329925,-288825,9710.8
NIFTY,14-Aug-2017,31-Aug-2017,CE,10300,4.1,5.5,4.1,4.75,4.65,4.75,25034,193475.93,88.28,3076800,-253125,9794.15
NIFTY,16-Aug-2017,31-Aug-2017,CE,10300,5,6.8,3.65,6.5,6.7,6.5,32515,251299.78,121.41,2833725,-243075,9897.3
NIFTY,17-Aug-2017,31-Aug-2017,CE,10300,7.1,7.45,4.4,5.25,5.1,5.25,38247,295619.91,161.83,2709525,-124200,9904.15
NIFTY,18-Aug-2017,31-Aug-2017,CE,10300,4.45,4.55,2.8,3.6,3.3,3.6,38202,295206.73,96.28,2721525,12000,9837.4
NIFTY,21-Aug-2017,31-Aug-2017,CE,10300,3.6,3.8,1.9,2.2,2.2,2.2,25377,196084.77,47.44,2804250,82725,9754.35
NIFTY,22-Aug-2017,31-Aug-2017,CE,10300,2.25,2.3,1.55,1.7,1.65,1.7,17371,134215.1,24.12,2663100,-141150,9765.55
NIFTY,23-Aug-2017,31-Aug-2017,CE,10300,1.55,1.65,1.15,1.35,1.15,1.35,19592,151367.8,19.6,2546850,-116250,9852.5
NIFTY,24-Aug-2017,31-Aug-2017,CE,10300,1,1.25,0.75,0.85,0.8,0.85,11361,87771.34,7.62,2374575,-172275,9857.05
NIFTY,28-Aug-2017,31-Aug-2017,CE,10300,0.65,0.85,0.55,0.8,0.8,0.8,16476,127285.65,8.55,2281725,-92850,9912.8
NIFTY,29-Aug-2017,31-Aug-2017,CE,10300,0.65,0.65,0.4,0.5,0.4,0.5,20831,160927.5,8.02,2309925,28200,9796.05
NIFTY,30-Aug-2017,31-Aug-2017,CE,10300,0.45,0.45,0.15,0.35,0.2,0.35,17601,135971.67,3.94,1999725,-310200,9884.4
NIFTY,31-Aug-2017,31-Aug-2017,CE,10300,0.05,0.1,0.05,0.05,0.05,0,9452,73017.06,0.36,1995375,-4350,9917.9
