Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
NIFTY,30-Jun-2017,31-Aug-2017,CE,10500,2.2,2.8,2,2.45,2.4,2.45,88,693.15,0.15,15525,5175,9520.9
NIFTY,03-Jul-2017,31-Aug-2017,CE,10500,2.7,2.7,2.3,2.3,2.3,2.3,18,141.78,0.03,16575,1050,9615
NIFTY,04-Jul-2017,31-Aug-2017,CE,10500,0,0,0,2.3,2.3,1.8,0,0,0,16575,0,9613.3
NIFTY,05-Jul-2017,31-Aug-2017,CE,10500,2.5,2.5,2.5,2.5,2.5,2.5,2,15.75,0,16575,0,9637.6
NIFTY,06-Jul-2017,31-Aug-2017,CE,10500,2.8,3.25,2.75,3,3,3,30,236.32,0.07,17175,600,9674.55
NIFTY,07-Jul-2017,31-Aug-2017,CE,10500,2.55,2.65,2.1,2.45,2.3,2.45,105,827.06,0.18,21150,3975,9665.8
NIFTY,10-Jul-2017,31-Aug-2017,CE,10500,2.2,3.45,2.2,3.3,3.3,3.3,1023,8058.39,2.26,40425,19275,9771.05
NIFTY,11-Jul-2017,31-Aug-2017,CE,10500,6,10.7,3.15,3.95,3.95,3.95,1139,8973.06,3.44,49725,9300,9786.05
NIFTY,12-Jul-2017,31-Aug-2017,CE,10500,4.1,4.7,3.8,4.35,4.55,4.35,786,6192.2,2.45,58500,8775,9816.1
NIFTY,13-Jul-2017,31-Aug-2017,CE,10500,6.7,7,5.55,6.7,6.75,6.7,1895,14931.77,8.65,85500,27000,9891.7
NIFTY,14-Jul-2017,31-Aug-2017,CE,10500,6.65,7,5.8,6.55,6.35,6.55,1297,10220.1,6.22,103425,17925,9886.35
NIFTY,17-Jul-2017,31-Aug-2017,CE,10500,8.45,9.45,6.2,9.1,9.45,9.1,2442,19245.27,14.52,135525,32100,9915.95
NIFTY,18-Jul-2017,31-Aug-2017,CE,10500,9.3,9.9,5.5,7.45,8.8,7.45,6787,53484.19,36.57,232425,96900,9827.15
NIFTY,19-Jul-2017,31-Aug-2017,CE,10500,8.95,9.15,4.9,6.9,7.3,6.9,8877,69947.28,40.91,337500,105075,9899.6
NIFTY,20-Jul-2017,31-Aug-2017,CE,10500,7.25,7.3,6,6.2,6.05,6.2,2929,23080.29,14.41,375975,38475,9873.3
NIFTY,21-Jul-2017,31-Aug-2017,CE,10500,6,6.75,4.45,5.9,5.9,5.9,5939,46794.4,24.77,439200,63225,9915.25
NIFTY,24-Jul-2017,31-Aug-2017,CE,10500,5.7,8.8,5.6,7,8.45,7,12272,96706.11,64.11,681000,241800,9966.4
NIFTY,25-Jul-2017,31-Aug-2017,CE,10500,8.45,8.6,6,7.1,7.55,7.1,10884,85768.29,56.79,881400,200400,9964.55
NIFTY,26-Jul-2017,31-Aug-2017,CE,10500,7.95,9.5,6.3,8.9,8.65,8.9,15010,118293.11,89.36,1082400,201000,10020.65
NIFTY,27-Jul-2017,31-Aug-2017,CE,10500,10.6,17.1,6.8,8.65,8.65,8.65,65815,518886.25,593.12,1855275,772875,10020.55
NIFTY,28-Jul-2017,31-Aug-2017,CE,10500,7.4,9.95,4.5,6.7,7.3,6.7,82071,646676,366.87,3171525,1316250,10014.5
NIFTY,31-Jul-2017,31-Aug-2017,CE,10500,7.85,10.15,6.25,9.6,9.95,9.6,38617,304348.77,239.89,3310500,138975,10077.1
NIFTY,01-Aug-2017,31-Aug-2017,CE,10500,11,12.85,10.05,11.85,12.5,11.85,63835,503248.94,548.32,3449775,139275,10114.65
NIFTY,02-Aug-2017,31-Aug-2017,CE,10500,10.5,12.8,8.25,9.5,9.5,9.5,57211,450964.15,427.52,3642000,192225,10081.5
NIFTY,03-Aug-2017,31-Aug-2017,CE,10500,9,9,4.45,5.8,6,5.8,66258,522084.58,302.83,4104150,462150,10013.65
NIFTY,04-Aug-2017,31-Aug-2017,CE,10500,6,7.8,4.7,7.45,7.65,7.45,45284,356820.54,209.04,3824400,-279750,10066.4
NIFTY,07-Aug-2017,31-Aug-2017,CE,10500,6.1,7.7,5.1,6.75,6.5,6.75,27120,213709.46,139.46,3885900,61500,10057.4
NIFTY,08-Aug-2017,31-Aug-2017,CE,10500,6.35,6.7,3.4,4.35,4.35,4.35,68189,537208.09,219.72,4457925,572025,9978.55
NIFTY,09-Aug-2017,31-Aug-2017,CE,10500,4.35,4.35,3.1,3.4,3.3,3.4,41966,330592.59,110.34,4130925,-327000,9908.05
NIFTY,10-Aug-2017,31-Aug-2017,CE,10500,3.1,3.1,2.1,2.45,2.4,2.45,31389,247248.27,59.9,3936075,-194850,9820.25
NIFTY,11-Aug-2017,31-Aug-2017,CE,10500,2.4,2.95,0.9,2.45,2.45,2.45,31829,250710.68,57.31,3505575,-430500,9710.8
NIFTY,14-Aug-2017,31-Aug-2017,CE,10500,2.6,2.75,2.45,2.65,2.55,2.65,12624,99438.82,24.82,3396375,-109200,9794.15
NIFTY,16-Aug-2017,31-Aug-2017,CE,10500,2.4,3.1,2.15,3.05,2.95,3.05,25385,199954.21,47.34,3009900,-386475,9897.3
NIFTY,17-Aug-2017,31-Aug-2017,CE,10500,3.2,3.2,2.2,2.35,2.3,2.35,11684,92033.23,21.73,3050850,40950,9904.15
NIFTY,18-Aug-2017,31-Aug-2017,CE,10500,2,2.2,1.65,2,2.1,2,13686,107796.68,19.43,2898225,-152625,9837.4
NIFTY,21-Aug-2017,31-Aug-2017,CE,10500,1.85,1.85,1.35,1.5,1.4,1.5,11882,93584.52,13.77,2711475,-186750,9754.35
NIFTY,22-Aug-2017,31-Aug-2017,CE,10500,1.45,1.45,1.05,1.2,1.05,1.2,11372,89565.03,10.53,2580975,-130500,9765.55
NIFTY,23-Aug-2017,31-Aug-2017,CE,10500,1.1,1.15,0.7,0.8,0.7,0.8,7210,56783.65,4.9,2347425,-233550,9852.5
NIFTY,24-Aug-2017,31-Aug-2017,CE,10500,1,1,0.4,0.55,0.45,0.55,9107,71721.81,4.18,2230200,-117225,9857.05
NIFTY,28-Aug-2017,31-Aug-2017,CE,10500,0.55,0.65,0.4,0.5,0.45,0.5,6545,51544.22,2.34,2048175,-182025,9912.8
NIFTY,29-Aug-2017,31-Aug-2017,CE,10500,0.3,0.8,0.25,0.35,0.4,0.35,11753,92558.58,3.7,1861500,-186675,9796.05
NIFTY,30-Aug-2017,31-Aug-2017,CE,10500,0.2,0.4,0.15,0.25,0.15,0.25,7487,58961.75,1.63,1753425,-108075,9884.4
NIFTY,31-Aug-2017,31-Aug-2017,CE,10500,0.05,0.05,0.05,0.05,0.05,0,4708,37075.68,0.18,1690875,-62550,9917.9
