Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
NIFTY,19-Jul-2017,31-Aug-2017,CE,10100,58.3,72,55.65,69.6,71.8,69.6,9191,70045.75,423.93,1250100,90225,9899.6
NIFTY,20-Jul-2017,31-Aug-2017,CE,10100,70.5,73.75,51.7,59.75,60.05,59.75,8323,63433.69,386.97,1294350,44250,9873.3
NIFTY,21-Jul-2017,31-Aug-2017,CE,10100,64.8,66.7,44.65,63.7,64.1,63.7,13936,106174.37,609.17,1328100,33750,9915.25
NIFTY,24-Jul-2017,31-Aug-2017,CE,10100,66.3,82.7,64,78.95,81.9,78.95,18039,137672.35,1026.93,1545675,217575,9966.4
NIFTY,25-Jul-2017,31-Aug-2017,CE,10100,91.7,92.05,77,85.5,85.6,85.5,12485,95362,788.13,1654950,109275,9964.55
NIFTY,26-Jul-2017,31-Aug-2017,CE,10100,84.75,111.8,82.8,108.6,110.85,108.6,26531,202900.07,1927.74,2014200,359250,10020.65
NIFTY,27-Jul-2017,31-Aug-2017,CE,10100,129.75,150,97.55,104.95,106.5,104.95,72222,553969.98,6888.33,2648625,634425,10020.55
NIFTY,28-Jul-2017,31-Aug-2017,CE,10100,91.4,97,71.45,92.9,93.45,92.9,134434,1026921.86,8584.31,3040800,392175,10014.5
NIFTY,31-Jul-2017,31-Aug-2017,CE,10100,102,127.95,92,122.65,124.2,122.65,85500,654736.23,7073.73,2927175,-113625,10077.1
NIFTY,01-Aug-2017,31-Aug-2017,CE,10100,125.15,148,125.1,140.45,148,140.45,71151,546199.41,7230.58,2965800,38625,10114.65
NIFTY,02-Aug-2017,31-Aug-2017,CE,10100,143.55,146.6,108.35,119.2,109.3,119.2,80866,620269.01,7709.06,3358650,392850,10081.5
NIFTY,03-Aug-2017,31-Aug-2017,CE,10100,108.3,111.95,74.2,82.7,81,82.7,116767,892532.78,8022.75,4095000,736350,10013.65
NIFTY,04-Aug-2017,31-Aug-2017,CE,10100,75,114.4,70.1,107.95,110.45,107.95,180197,1377197.68,12205.41,3574050,-520950,10066.4
NIFTY,07-Aug-2017,31-Aug-2017,CE,10100,104.35,113.8,93.1,99.1,95.9,99.1,79894,611454.66,6257.61,3924825,350775,10057.4
NIFTY,08-Aug-2017,31-Aug-2017,CE,10100,94,102.25,49.1,61.4,61.8,61.4,265901,2027698.63,13498.55,4905075,980250,9978.55
NIFTY,09-Aug-2017,31-Aug-2017,CE,10100,52.65,57.55,37.5,41.3,37.95,41.3,181071,1378181.56,6568.73,5024250,119175,9908.05
NIFTY,10-Aug-2017,31-Aug-2017,CE,10100,33.3,33.3,16.7,24.05,28.4,24.05,189887,1442216.62,3822.6,5192625,168375,9820.25
NIFTY,11-Aug-2017,31-Aug-2017,CE,10100,10,19.3,10,13.3,13.55,13.3,201252,1526832.8,2348.9,5021475,-171150,9710.8
NIFTY,14-Aug-2017,31-Aug-2017,CE,10100,16,16.95,13.8,15.45,14.65,15.45,88578,671989.4,1011.05,4816425,-205050,9794.15
NIFTY,16-Aug-2017,31-Aug-2017,CE,10100,15,25.95,10.6,25.15,25.95,25.15,122433,928995.11,1565.14,4721550,-94875,9897.3
NIFTY,17-Aug-2017,31-Aug-2017,CE,10100,26.05,29.45,17,21,20.6,21,134824,1023656.4,2364.6,4823925,102375,9904.15
NIFTY,18-Aug-2017,31-Aug-2017,CE,10100,14.95,17.7,9,13.1,11.6,13.1,144077,1092639.45,1256.18,4487700,-336225,9837.4
NIFTY,21-Aug-2017,31-Aug-2017,CE,10100,12.9,13.25,5,5.55,5,5.55,133021,1008468.71,834.64,4905300,417600,9754.35
NIFTY,22-Aug-2017,31-Aug-2017,CE,10100,5.3,7.1,4.05,4.3,4.2,4.3,89213,676136.65,348.17,4804875,-100425,9765.55
NIFTY,23-Aug-2017,31-Aug-2017,CE,10100,2.85,5.6,2.85,4.55,4.1,4.55,62153,471000.87,191.89,4376775,-428100,9852.5
NIFTY,24-Aug-2017,31-Aug-2017,CE,10100,4.95,5.5,2.5,2.95,2.6,2.95,58016,439627.27,156.07,4326825,-49950,9857.05
NIFTY,28-Aug-2017,31-Aug-2017,CE,10100,3.45,4.35,1.95,3.15,2.5,3.15,100774,763586.11,223.06,4667850,341025,9912.8
NIFTY,29-Aug-2017,31-Aug-2017,CE,10100,1.55,1.85,0.6,0.85,0.7,0.85,172104,1303809.62,121.82,4107450,-560400,9796.05
NIFTY,30-Aug-2017,31-Aug-2017,CE,10100,0.55,1.05,0.4,0.5,0.4,0.5,102167,773969.5,54.47,3711975,-395475,9884.4
NIFTY,31-Aug-2017,31-Aug-2017,CE,10100,0.05,0.4,0.05,0.05,0.05,0,25142,190451.8,1.15,3576450,-135525,9917.9
